timestamp,emotion
2025-06-18 00:05:17.299411,Happy
2025-06-18 00:05:17.366949,Happy
2025-06-18 00:05:17.433029,Happy
2025-06-18 00:05:17.499937,Happy
2025-06-18 00:05:17.566272,Happy
2025-06-18 00:05:17.653161,Happy
2025-06-18 00:05:17.734913,Happy
2025-06-18 00:05:17.798068,Happy
2025-06-18 00:05:17.866565,Happy
2025-06-18 00:05:17.934163,Happy
2025-06-18 00:05:17.999794,Happy
2025-06-18 00:05:18.065856,Happy
2025-06-18 00:05:18.133194,Happy
2025-06-18 00:05:18.199092,Happy
2025-06-18 00:05:18.266569,Happy
2025-06-18 00:05:18.333255,Happy
2025-06-18 00:05:18.400121,Happy
2025-06-18 00:05:18.467683,Happy
2025-06-18 00:05:18.533337,Neutral
2025-06-18 00:05:18.596976,Happy
2025-06-18 00:05:18.666971,Happy
2025-06-18 00:05:18.732482,Happy
2025-06-18 00:05:18.799396,Happy
2025-06-18 00:05:18.865781,Happy
2025-06-18 00:05:18.932293,Happy
2025-06-18 00:05:18.998239,Happy
2025-06-18 00:05:19.066087,Happy
2025-06-18 00:05:19.132274,Happy
2025-06-18 00:05:19.196280,Happy
2025-06-18 00:05:19.268005,Happy
2025-06-18 00:05:19.330440,Happy
2025-06-18 00:05:19.399506,Happy
2025-06-18 00:05:19.463846,Happy
2025-06-18 00:05:19.532522,Happy
2025-06-18 00:05:19.598376,Angry
2025-06-18 00:05:19.664879,Happy
2025-06-18 00:05:19.732952,Angry
2025-06-18 00:05:19.799172,Happy
2025-06-18 00:05:19.866481,Happy
2025-06-18 00:05:19.932666,Happy
2025-06-18 00:05:19.999277,Happy
2025-06-18 00:05:20.066493,Happy
2025-06-18 00:05:20.131248,Happy
2025-06-18 00:05:20.199257,Happy
2025-06-18 00:05:20.265616,Angry
2025-06-18 00:05:20.331950,Angry
2025-06-18 00:05:20.399459,Angry
2025-06-18 00:05:20.466071,Angry
2025-06-18 00:05:20.532215,Angry
2025-06-18 00:05:20.598780,Angry
2025-06-18 00:05:20.664700,Angry
2025-06-18 00:05:20.730719,Angry
2025-06-18 00:05:20.797552,Angry
2025-06-18 00:05:20.866866,Angry
2025-06-18 00:05:20.931767,Angry
2025-06-18 00:05:20.999278,Angry
2025-06-18 00:05:21.064612,Angry
2025-06-18 00:05:21.132212,Angry
2025-06-18 00:05:21.197958,Angry
2025-06-18 00:05:21.264168,Angry
2025-06-18 00:05:21.347140,Angry
2025-06-18 00:05:21.434135,Angry
2025-06-18 00:05:21.495880,Angry
2025-06-18 00:05:21.570266,Angry
2025-06-18 00:05:21.630174,Angry
2025-06-18 00:05:21.699770,Angry
2025-06-18 00:05:21.765099,Angry
2025-06-18 00:05:21.831069,Sad
2025-06-18 00:05:21.897222,Happy
2025-06-18 00:05:21.965797,Happy
2025-06-18 00:05:22.031371,Happy
2025-06-18 00:05:22.096764,Happy
2025-06-18 00:05:22.165912,Happy
2025-06-18 00:05:22.230789,Neutral
2025-06-18 00:05:22.295529,Neutral
2025-06-18 00:05:22.365264,Neutral
2025-06-18 00:05:22.431321,Neutral
2025-06-18 00:05:22.499883,Neutral
2025-06-18 00:05:22.564947,Neutral
2025-06-18 00:05:22.630782,Neutral
2025-06-18 00:05:22.697341,Sad
2025-06-18 00:05:22.765192,Happy
2025-06-18 00:05:22.830882,Neutral
2025-06-18 00:05:22.897661,Happy
2025-06-18 00:05:22.963349,Happy
2025-06-18 00:05:23.028757,Happy
2025-06-18 00:05:23.097561,Happy
2025-06-18 00:05:23.163471,Happy
2025-06-18 00:05:23.231849,Happy
2025-06-18 00:05:23.299209,Happy
2025-06-18 00:05:23.364352,Happy
2025-06-18 00:05:23.430929,Happy
2025-06-18 00:05:23.496956,Happy
2025-06-18 00:05:23.561357,Happy
2025-06-18 00:05:23.631055,Sad
2025-06-18 00:05:23.697690,Happy
2025-06-18 00:05:23.764145,Sad
2025-06-18 00:05:23.829538,Sad
2025-06-18 00:05:23.896276,Sad
2025-06-18 00:05:23.963212,Sad
2025-06-18 00:05:24.029524,Sad
2025-06-18 00:05:24.097642,Sad
2025-06-18 00:05:24.164155,Sad
2025-06-18 00:05:24.230300,Sad
2025-06-18 00:05:24.295961,Sad
2025-06-18 00:05:24.363985,Neutral
2025-06-18 00:05:24.429656,Neutral
2025-06-18 00:05:24.495930,Neutral
2025-06-18 00:05:24.563140,Neutral
2025-06-18 00:05:24.630708,Neutral
2025-06-18 00:05:24.696361,Neutral
2025-06-18 00:05:24.763929,Neutral
2025-06-18 00:05:24.829440,Neutral
2025-06-18 00:05:24.897908,Neutral
2025-06-18 00:05:24.962557,Happy
2025-06-18 00:05:25.030077,Happy
2025-06-18 00:05:25.096345,Sad
2025-06-18 00:05:25.163669,Happy
2025-06-18 00:05:25.238035,Happy
2025-06-18 00:05:25.295032,Happy
2025-06-18 00:05:25.362049,Happy
2025-06-18 00:05:25.429119,Happy
2025-06-18 00:05:25.495495,Happy
2025-06-18 00:05:25.562274,Happy
2025-06-18 00:05:25.629229,Happy
2025-06-18 00:05:25.697999,Happy
2025-06-18 00:05:25.761774,Happy
2025-06-18 00:05:25.829018,Happy
2025-06-18 00:05:25.896090,Happy
2025-06-18 00:05:25.963092,Happy
2025-06-18 00:05:26.028366,Happy
2025-06-18 00:05:26.095455,Happy
2025-06-18 00:05:26.161472,Happy
2025-06-18 00:05:26.229210,Sad
2025-06-18 00:05:26.295537,Sad
2025-06-18 00:05:26.362008,Sad
2025-06-18 00:05:26.427998,Sad
2025-06-18 00:05:26.496718,Neutral
2025-06-18 00:05:26.561917,Sad
2025-06-18 00:05:26.628336,Sad
2025-06-18 00:05:26.695918,Sad
2025-06-18 00:05:26.761664,Sad
2025-06-18 00:05:26.828915,Sad
2025-06-18 00:05:26.895558,Sad
2025-06-18 00:05:26.961711,Sad
2025-06-18 00:05:27.028524,Sad
2025-06-18 00:05:27.095308,Sad
2025-06-18 00:05:27.161844,Sad
2025-06-18 00:05:27.228473,Sad
2025-06-18 00:05:27.296763,Sad
2025-06-18 00:05:27.361975,Sad
2025-06-18 00:05:27.428311,Sad
2025-06-18 00:05:27.495572,Sad
2025-06-18 00:05:27.562558,Sad
2025-06-18 00:05:27.628222,Sad
2025-06-18 00:05:27.695304,Sad
2025-06-18 00:05:27.761490,Sad
2025-06-18 00:05:27.828414,Sad
2025-06-18 00:05:27.894997,Sad
2025-06-18 00:05:27.961204,Sad
2025-06-18 00:05:28.028043,Sad
2025-06-18 00:05:28.097001,Sad
2025-06-18 00:05:28.160964,Sad
2025-06-18 00:05:28.228918,Sad
2025-06-18 00:05:28.294875,Sad
2025-06-18 00:05:28.361684,Sad
2025-06-18 00:05:28.428277,Sad
2025-06-18 00:05:28.495054,Sad
2025-06-18 00:05:28.558053,Sad
2025-06-18 00:05:28.629578,Sad
2025-06-18 00:05:28.694034,Sad
2025-06-18 00:05:28.761039,Sad
2025-06-18 00:05:28.827350,Sad
2025-06-18 00:05:28.896132,Sad
2025-06-18 00:05:28.961330,Sad
2025-06-18 00:05:29.037621,Sad
2025-06-18 00:05:29.094387,Sad
2025-06-18 00:05:29.161373,Sad
2025-06-18 00:05:29.227503,Sad
2025-06-18 00:05:29.295172,Sad
2025-06-18 00:05:29.361277,Sad
2025-06-18 00:05:29.428605,Sad
2025-06-18 00:05:29.494487,Sad
2025-06-18 00:05:29.561387,Sad
2025-06-18 00:05:29.627201,Sad
2025-06-18 00:05:29.696659,Sad
2025-06-18 00:05:29.874916,Sad
2025-06-18 00:05:29.927007,Sad
2025-06-18 00:05:29.994764,Sad
2025-06-18 00:05:30.061584,Sad
2025-06-18 00:05:30.127882,Sad
2025-06-18 00:05:30.194018,Sad
2025-06-18 00:05:30.260774,Sad
2025-06-18 00:05:30.328071,Sad
2025-06-18 00:05:30.394367,Sad
2025-06-18 00:05:30.460735,Sad
2025-06-18 00:05:30.527685,Sad
2025-06-18 00:05:30.593358,Neutral
2025-06-18 00:05:30.662838,Happy
2025-06-18 00:05:30.727878,Sad
2025-06-18 00:05:30.794092,Sad
2025-06-18 00:05:30.861017,Happy
2025-06-18 00:05:30.927593,Happy
2025-06-18 00:05:30.993973,Sad
2025-06-18 00:05:31.060877,Sad
2025-06-18 00:05:31.127268,Sad
2025-06-18 00:05:31.193566,Sad
2025-06-18 00:05:31.259038,Sad
2025-06-18 00:05:31.327649,Sad
2025-06-18 00:05:31.394417,Sad
2025-06-18 00:05:31.462269,Happy
2025-06-18 00:05:31.527176,Happy
2025-06-18 00:05:31.593863,Happy
2025-06-18 00:05:31.660572,Sad
2025-06-18 00:05:31.726834,Sad
2025-06-18 00:05:31.793194,Sad
2025-06-18 00:05:31.860906,Sad
2025-06-18 00:05:31.926803,Sad
2025-06-18 00:05:31.993603,Sad
2025-06-18 00:05:32.059212,Sad
2025-06-18 00:05:32.126540,Sad
2025-06-18 00:05:32.193083,Sad
2025-06-18 00:05:32.262108,Sad
2025-06-18 00:05:32.326516,Sad
2025-06-18 00:05:32.393756,Sad
2025-06-18 00:05:32.460118,Sad
2025-06-18 00:05:32.526162,Sad
2025-06-18 00:05:32.593986,Sad
2025-06-18 00:05:32.659733,Sad
2025-06-18 00:05:32.726911,Sad
2025-06-18 00:05:32.792557,Sad
2025-06-18 00:05:32.863964,Sad
2025-06-18 00:05:32.930496,Sad
2025-06-18 00:05:32.992465,Sad
2025-06-18 00:05:33.061962,Sad
2025-06-18 00:05:33.125577,Sad
2025-06-18 00:05:33.194501,Sad
2025-06-18 00:05:33.259166,Sad
2025-06-18 00:05:33.327787,Sad
2025-06-18 00:05:33.392559,Neutral
2025-06-18 00:05:33.459871,Neutral
2025-06-18 00:05:33.526722,Neutral
2025-06-18 00:05:33.592368,Neutral
2025-06-18 00:05:33.659130,Happy
2025-06-18 00:05:33.725569,Sad
2025-06-18 00:05:33.791962,Sad
2025-06-18 00:05:33.861060,Happy
2025-06-18 00:05:33.925628,Happy
2025-06-18 00:05:33.992910,Happy
2025-06-18 00:05:34.059297,Happy
2025-06-18 00:05:34.126041,Happy
2025-06-18 00:05:34.192801,Happy
2025-06-18 00:05:34.259726,Happy
2025-06-18 00:05:34.326028,Happy
2025-06-18 00:05:34.392062,Happy
2025-06-18 00:05:34.458465,Happy
2025-06-18 00:05:34.525242,Happy
2025-06-18 00:05:34.591580,Happy
2025-06-18 00:05:34.659862,Happy
2025-06-18 00:05:34.725456,Happy
2025-06-18 00:05:34.793060,Happy
2025-06-18 00:05:34.858867,Happy
2025-06-18 00:05:34.925936,Angry
2025-06-18 00:05:34.992237,Sad
2025-06-18 00:05:35.059848,Sad
2025-06-18 00:05:35.134705,Sad
2025-06-18 00:05:35.196702,Sad
2025-06-18 00:05:35.258679,Sad
2025-06-18 00:05:35.327055,Angry
2025-06-18 00:05:35.391469,Angry
2025-06-18 00:05:35.460599,Angry
2025-06-18 00:05:35.525215,Angry
2025-06-18 00:05:35.592373,Angry
2025-06-18 00:05:35.657543,Angry
2025-06-18 00:05:35.725813,Angry
2025-06-18 00:05:35.791965,Angry
2025-06-18 00:05:35.858604,Angry
2025-06-18 00:05:35.923981,Angry
2025-06-18 00:05:35.991540,Angry
2025-06-18 00:05:36.057920,Angry
2025-06-18 00:05:36.125961,Angry
2025-06-18 00:05:36.191063,Happy
2025-06-18 00:05:36.260834,Angry
2025-06-18 00:05:36.324728,Happy
2025-06-18 00:05:36.392682,Happy
2025-06-18 00:05:36.458169,Happy
2025-06-18 00:05:36.526482,Angry
2025-06-18 00:05:36.590179,Angry
2025-06-18 00:05:36.657986,Angry
2025-06-18 00:05:36.740491,Happy
2025-06-18 00:05:36.790472,Angry
2025-06-18 00:05:36.858183,Angry
2025-06-18 00:05:36.924209,Angry
2025-06-18 00:05:36.990992,Angry
2025-06-18 00:05:37.060209,Angry
2025-06-18 00:05:37.125321,Happy
2025-06-18 00:05:37.192291,Happy
2025-06-18 00:05:37.258548,Happy
2025-06-18 00:05:37.324581,Happy
2025-06-18 00:05:37.391475,Happy
2025-06-18 00:05:37.457513,Happy
2025-06-18 00:05:37.525488,Happy
2025-06-18 00:05:37.590715,Happy
2025-06-18 00:05:37.657088,Happy
2025-06-18 00:05:37.724053,Happy
2025-06-18 00:05:37.791029,Happy
2025-06-18 00:05:37.859239,Happy
2025-06-18 00:05:37.924859,Happy
2025-06-18 00:05:37.991068,Happy
2025-06-18 00:05:38.057511,Happy
2025-06-18 00:05:38.124670,Sad
2025-06-18 00:05:38.190113,Sad
2025-06-18 00:05:38.258672,Sad
2025-06-18 00:05:38.324067,Neutral
2025-06-18 00:05:38.390917,Happy
2025-06-18 00:05:38.457130,Happy
2025-06-18 00:05:38.524503,Neutral
2025-06-18 00:05:38.590008,Neutral
2025-06-18 00:05:38.659494,Sad
2025-06-18 00:05:38.724266,Neutral
2025-06-18 00:05:38.790965,Sad
2025-06-18 00:05:38.858359,Happy
2025-06-18 00:05:38.924183,Sad
2025-06-18 00:05:38.990451,Sad
2025-06-18 00:05:39.057496,Happy
2025-06-18 00:05:39.123995,Happy
2025-06-18 00:05:39.190548,Sad
2025-06-18 00:05:39.257482,Sad
2025-06-18 00:05:39.324789,Sad
2025-06-18 00:05:39.390782,Happy
2025-06-18 00:05:39.459301,Happy
2025-06-18 00:05:39.523754,Happy
2025-06-18 00:05:39.590354,Happy
2025-06-18 00:05:39.657166,Sad
2025-06-18 00:05:39.724444,Happy
2025-06-18 00:05:39.791012,Happy
2025-06-18 00:05:39.866184,Happy
2025-06-18 00:05:39.923374,Happy
2025-06-18 00:05:39.990693,Happy
2025-06-18 00:05:40.058703,Happy
2025-06-18 00:05:40.123518,Happy
2025-06-18 00:05:40.190500,Happy
2025-06-18 00:05:40.258521,Happy
2025-06-18 00:05:40.323156,Happy
2025-06-18 00:05:40.390670,Happy
2025-06-18 00:05:40.456601,Sad
2025-06-18 00:05:40.523535,Sad
2025-06-18 00:05:40.590466,Sad
2025-06-18 00:05:40.657475,Neutral
2025-06-18 00:05:40.723825,Neutral
2025-06-18 00:05:40.790392,Sad
2025-06-18 00:05:40.856794,Sad
2025-06-18 00:05:40.923558,Happy
2025-06-18 00:05:40.989342,Happy
2025-06-18 00:05:41.058082,Sad
2025-06-18 00:05:41.124155,Happy
2025-06-18 00:05:41.190956,Happy
2025-06-18 00:05:41.256895,Happy
2025-06-18 00:05:41.323619,Happy
2025-06-18 00:05:41.390904,Neutral
2025-06-18 00:05:41.456323,Happy
2025-06-18 00:05:41.523028,Happy
2025-06-18 00:05:41.590379,Happy
2025-06-18 00:05:41.656560,Happy
2025-06-18 00:05:41.722834,Happy
2025-06-18 00:05:41.789839,Happy
2025-06-18 00:05:41.857879,Happy
2025-06-18 00:05:41.922631,Happy
2025-06-18 00:05:41.989524,Happy
2025-06-18 00:05:42.056474,Sad
2025-06-18 00:05:42.123427,Sad
2025-06-18 00:05:42.189682,Sad
2025-06-18 00:05:42.256205,Sad
2025-06-18 00:05:42.323419,Happy
2025-06-18 00:05:42.389759,Happy
2025-06-18 00:05:42.457286,Sad
2025-06-18 00:05:42.522036,Happy
2025-06-18 00:05:42.589676,Happy
2025-06-18 00:05:42.658475,Happy
2025-06-18 00:05:42.723286,Happy
2025-06-18 00:05:42.789450,Sad
2025-06-18 00:05:42.856321,Happy
2025-06-18 00:05:42.922417,Happy
2025-06-18 00:05:42.990106,Happy
2025-06-18 00:05:43.056057,Neutral
2025-06-18 00:05:43.122260,Neutral
2025-06-18 00:05:43.188102,Neutral
2025-06-18 00:05:43.256232,Sad
2025-06-18 00:05:43.323083,Neutral
2025-06-18 00:05:43.389108,Neutral
2025-06-18 00:05:43.457626,Happy
2025-06-18 00:05:43.545865,Neutral
2025-06-18 00:05:43.621911,Neutral
2025-06-18 00:05:43.689673,Neutral
2025-06-18 00:05:43.756326,Neutral
2025-06-18 00:05:43.822952,Neutral
2025-06-18 00:05:43.888348,Neutral
2025-06-18 00:05:43.955918,Happy
2025-06-18 00:05:44.022402,Neutral
2025-06-18 00:05:44.088827,Neutral
2025-06-18 00:05:44.156337,Neutral
2025-06-18 00:05:44.222370,Happy
2025-06-18 00:05:44.291309,Neutral
2025-06-18 00:05:44.355851,Neutral
2025-06-18 00:05:44.422478,Happy
2025-06-18 00:05:44.489420,Happy
2025-06-18 00:05:44.556746,Neutral
2025-06-18 00:05:44.622280,Happy
2025-06-18 00:05:44.688430,Happy
2025-06-18 00:05:44.755592,Happy
2025-06-18 00:05:44.822551,Happy
2025-06-18 00:05:44.888852,Neutral
2025-06-18 00:05:44.955878,Neutral
2025-06-18 00:05:45.021845,Neutral
2025-06-18 00:05:45.091061,Happy
2025-06-18 00:05:45.156736,Sad
2025-06-18 00:05:45.221869,Happy
2025-06-18 00:05:45.288652,Sad
2025-06-18 00:05:45.355936,Sad
2025-06-18 00:05:45.422961,Neutral
2025-06-18 00:05:45.489233,Neutral
2025-06-18 00:05:45.554576,Neutral
2025-06-18 00:05:45.622288,Neutral
2025-06-18 00:05:45.687925,Neutral
2025-06-18 00:05:45.754734,Neutral
2025-06-18 00:05:45.822015,Happy
2025-06-18 00:05:45.888380,Neutral
2025-06-18 00:05:45.955894,Neutral
2025-06-18 00:05:46.021782,Neutral
2025-06-18 00:05:46.088895,Neutral
2025-06-18 00:05:46.155465,Neutral
2025-06-18 00:05:46.221413,Neutral
2025-06-18 00:05:46.288232,Happy
2025-06-18 00:05:46.355040,Neutral
2025-06-18 00:05:46.421990,Neutral
2025-06-18 00:05:46.487846,Neutral
2025-06-18 00:05:46.555441,Happy
2025-06-18 00:05:46.621622,Neutral
2025-06-18 00:05:46.690506,Neutral
2025-06-18 00:05:46.755474,Neutral
2025-06-18 00:05:46.821332,Neutral
2025-06-18 00:05:46.887896,Neutral
2025-06-18 00:05:46.955198,Neutral
2025-06-18 00:05:47.022131,Neutral
2025-06-18 00:05:47.087910,Neutral
2025-06-18 00:05:47.155357,Neutral
2025-06-18 00:05:47.220831,Neutral
2025-06-18 00:05:47.287769,Neutral
2025-06-18 00:05:47.355566,Neutral
2025-06-18 00:05:47.452152,Neutral
2025-06-18 00:05:47.523012,Neutral
2025-06-18 00:05:47.588653,Neutral
2025-06-18 00:05:47.653521,Sad
2025-06-18 00:05:47.721100,Sad
2025-06-18 00:05:47.787888,Neutral
2025-06-18 00:05:47.853711,Neutral
2025-06-18 00:05:47.920608,Neutral
2025-06-18 00:05:47.987440,Neutral
2025-06-18 00:05:48.054852,Sad
2025-06-18 00:05:48.120460,Neutral
2025-06-18 00:05:48.187356,Neutral
2025-06-18 00:05:48.254022,Neutral
2025-06-18 00:05:48.322308,Neutral
2025-06-18 00:05:48.387608,Neutral
2025-06-18 00:05:48.454051,Neutral
2025-06-18 00:05:48.523221,Neutral
2025-06-18 00:05:48.587166,Neutral
2025-06-18 00:05:48.653892,Neutral
2025-06-18 00:05:48.720497,Sad
2025-06-18 00:05:48.787232,Sad
2025-06-18 00:05:48.853428,Sad
2025-06-18 00:05:48.919383,Sad
2025-06-18 00:05:48.986954,Sad
2025-06-18 00:05:49.054252,Sad
2025-06-18 00:05:49.121719,Happy
2025-06-18 00:05:49.187844,Happy
2025-06-18 00:05:49.254491,Sad
2025-06-18 00:05:49.320181,Angry
2025-06-18 00:05:49.387495,Fear
2025-06-18 00:05:49.453295,Happy
2025-06-18 00:05:49.520395,Happy
2025-06-18 00:05:49.586648,Happy
2025-06-18 00:05:49.654156,Happy
2025-06-18 00:05:49.720565,Happy
2025-06-18 00:05:49.786270,Happy
2025-06-18 00:05:49.853708,Happy
2025-06-18 00:05:49.922461,Happy
2025-06-18 00:05:49.986838,Happy
2025-06-18 00:05:50.054009,Happy
2025-06-18 00:05:50.119218,Happy
2025-06-18 00:05:50.186985,Happy
2025-06-18 00:05:50.254655,Happy
2025-06-18 00:05:50.320070,Happy
2025-06-18 00:05:50.387365,Sad
2025-06-18 00:05:50.453318,Happy
2025-06-18 00:05:50.520438,Sad
2025-06-18 00:05:50.586694,Sad
2025-06-18 00:05:50.653106,Sad
2025-06-18 00:05:50.721511,Sad
2025-06-18 00:05:50.785842,Sad
2025-06-18 00:05:50.853844,Sad
2025-06-18 00:05:50.920163,Sad
2025-06-18 00:05:50.985924,Sad
2025-06-18 00:05:51.053698,Sad
2025-06-18 00:05:51.119761,Happy
2025-06-18 00:05:51.187333,Sad
2025-06-18 00:05:51.254003,Happy
2025-06-18 00:05:51.327922,Happy
2025-06-18 00:05:51.386157,Happy
2025-06-18 00:05:51.453319,Sad
2025-06-18 00:05:51.521373,Sad
2025-06-18 00:05:51.585750,Happy
2025-06-18 00:05:51.653096,Sad
2025-06-18 00:05:51.719745,Happy
2025-06-18 00:05:51.785744,Sad
2025-06-18 00:05:51.852630,Sad
2025-06-18 00:05:51.919432,Sad
2025-06-18 00:05:51.986290,Sad
2025-06-18 00:05:52.052638,Sad
2025-06-18 00:05:52.119264,Sad
2025-06-18 00:05:52.185900,Happy
2025-06-18 00:05:52.253177,Happy
2025-06-18 00:05:52.320919,Happy
2025-06-18 00:05:52.386300,Sad
2025-06-18 00:05:52.453204,Sad
2025-06-18 00:05:52.519324,Sad
2025-06-18 00:05:52.586686,Happy
2025-06-18 00:05:52.653032,Fear
2025-06-18 00:05:52.719077,Fear
2025-06-18 00:05:52.784896,Fear
2025-06-18 00:05:52.852272,Angry
2025-06-18 00:05:52.915868,Angry
2025-06-18 00:05:52.989183,Fear
2025-06-18 00:05:53.052221,Fear
2025-06-18 00:05:53.119762,Fear
2025-06-18 00:05:53.183504,Fear
2025-06-18 00:05:53.252780,Fear
2025-06-18 00:05:53.317892,Fear
2025-06-18 00:05:53.385664,Fear
2025-06-18 00:05:53.451409,Fear
2025-06-18 00:05:53.519065,Fear
2025-06-18 00:05:53.580290,Fear
2025-06-18 00:05:53.652945,Sad
2025-06-18 00:05:53.718242,Happy
2025-06-18 00:05:53.785310,Sad
2025-06-18 00:05:53.852233,Happy
2025-06-18 00:05:53.925435,Happy
2025-06-18 00:05:53.982540,Happy
2025-06-18 00:05:54.052207,Happy
2025-06-18 00:05:54.117433,Neutral
2025-06-18 00:05:54.184397,Happy
2025-06-18 00:05:54.252245,Sad
2025-06-18 00:05:54.316966,Sad
2025-06-18 00:05:54.386290,Sad
2025-06-18 00:05:54.451073,Sad
2025-06-18 00:05:54.518515,Sad
2025-06-18 00:05:54.584695,Sad
2025-06-18 00:05:54.650669,Sad
2025-06-18 00:05:54.719777,Sad
2025-06-18 00:05:54.784623,Sad
2025-06-18 00:05:54.851929,Sad
2025-06-18 00:05:54.915919,Sad
2025-06-18 00:05:54.984873,Sad
2025-06-18 00:05:55.050715,Sad
2025-06-18 00:05:55.136441,Sad
2025-06-18 00:05:55.218677,Sad
2025-06-18 00:05:55.282819,Sad
2025-06-18 00:05:55.351500,Sad
2025-06-18 00:05:55.416083,Sad
2025-06-18 00:05:55.485005,Sad
2025-06-18 00:05:55.550968,Sad
2025-06-18 00:05:55.616064,Sad
2025-06-18 00:05:55.684289,Sad
2025-06-18 00:05:55.749127,Sad
2025-06-18 00:05:55.817076,Sad
2025-06-18 00:05:55.885010,Sad
2025-06-18 00:05:55.950092,Sad
2025-06-18 00:05:56.016569,Sad
2025-06-18 00:05:56.083181,Sad
2025-06-18 00:05:56.151352,Sad
2025-06-18 00:05:56.214829,Sad
2025-06-18 00:05:56.284371,Sad
2025-06-18 00:05:56.351335,Sad
2025-06-18 00:05:56.417675,Happy
2025-06-18 00:05:56.483245,Sad
2025-06-18 00:05:56.551311,Happy
2025-06-18 00:05:56.616212,Sad
2025-06-18 00:05:56.683035,Sad
2025-06-18 00:05:56.750082,Sad
2025-06-18 00:05:56.817404,Sad
